시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,입장 가능 나이,가족 화장실 보유 여부,수유실 보유 여부,유모차 대여 여부,키즈존 여부,최종작성일
대아수목원,,문화관광/명소,관광지,휴양림/수목원,전라북도,완주군,동상면,대아리,산1-2 번지,대아수목로,94-34 번,35.97623865,127.3003851,55344,전라북도 완주군 동상면 대아수목로 94-34,전라북도 완주군 동상면 대아리 산 1-2,,https://forest.jb.go.kr/daeagarden/main.action?cmsid=103000000000,정보없음,정보없음,정보없음,"1월 1일, 명절 당일","[3-10월] 09:00~18:00, [11-2월] 09:00~17:00",Y,N,N,연령제한없음,N,N,N,N,2022-10-31
대안공간눈,,전시/공연,전시/기념관,기타전시/박물관,경기도,수원시 팔달구,북수동,,232-3 번지,화서문로,82-6 번,37.28581684,127.0166196,16253,경기도 수원시 팔달구 화서문로 82-6,경기도 수원시 팔달구 북수동 232-3,031-246-4519,http://www.spacenoon.co.kr/,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대안공간마루,,전시/공연,전시/기념관,기타전시/박물관,경상남도,창원시 의창구,사림동,,5-7 번지,용지로289번길,1 번,35.23864296,128.6894928,51153,경상남도 창원시 의창구 용지로289번길 1,경상남도 창원시 의창구 사림동 5-7,,정보없음,https://blog.naver.com/snk751017,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대안공간틈새,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,동숭동,,1-28 번지,대학로,122 번,37.58218888,127.0022496,03086,서울특별시 종로구 대학로 122,서울특별시 종로구 동숭동 1-28,02-743-5483,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대안문화공간루트,,전시/공연,전시/기념관,기타전시/박물관,경기도,평택시,고덕면,동고리,159-16 번지,동고2길,41-4 번,37.00575146,127.0467174,17822,경기도 평택시 고덕면 동고2길 41-4,경기도 평택시 고덕면 동고리 159-16,,정보없음,정보없음,정보없음,정보없음,월요일,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대안예술공간이포,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,영등포구,문래동,,54-37 번지,도림로126길,9 번,37.51406258,126.8972456,07299,서울특별시 영등포구 도림로126길 9,서울특별시 영등포구 문래동3가 54-37,0507-1412-7731,정보없음,정보없음,https://www.facebook.com/spaceipo/,정보없음,월요일,11:00~19:00,N,N,Y,전시별 상이,N,N,N,N,2022-10-31
대암이태준기념관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,함안군,군북면,덕대리,14-54 번지,지두2길,50 번,35.25961846,128.3457735,52065,경상남도 함안군 군북면 지두2길 50,경상남도 함안군 군북면 덕대리 14-54,055-583-8002,정보없음,정보없음,정보없음,정보없음,월요일 ,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대연수목전시원,,문화관광/명소,관광지,식물원,부산광역시,남구,대연동,,713 번지,신선로447번길,24 번,35.12544718,129.0985389,48529,부산광역시 남구 신선로447번길 24,부산광역시 남구 대연동 713,051-888-6870,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,Y,N,N,Y,2022-10-31
대왕별아이누리,,문화관광/명소,관광지,테마공원/대형놀이공원,울산광역시,동구,일산동,,911-1 번지,등대로,100 번,35.4880369,129.4386272,44058,울산광역시 동구 등대로 100,울산광역시 동구 일산동 911-1,,정보없음,정보없음,정보없음,정보없음,"월요일(공휴일인 경우 그 다음날), 1월 1일, 명절 당일","[1~6월,9~12월] 10:00~18:00, [7~8월] 10:00~19:00",Y,N,Y,연령제한없음,N,Y,Y,Y,2022-10-31
대왕화랑,,전시/공연,전시/기념관,기타전시/박물관,제주특별자치도,제주시,오라일동,,2447-2 번지,공설로5길,14 번,33.49794791,126.5180864,63190,제주특별자치도 제주시 공설로5길 14,제주특별자치도 제주시 오라일동 2447-2,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대운산성,,문화관광/명소,명승지,성/성터,울산광역시,울주군,온양읍,운화리,산159-1 번지,,,35.3901765,129.236172,44972,울산광역시 울주군 온양읍 대운상대길 225-92,울산광역시 울주군 온양읍 운화리 산 159-1,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대운산자연휴양림,,문화관광/명소,관광지,휴양림/수목원,경상남도,양산시,용당동,,산66 번지,탑골길,300 번,35.40972279,129.213875,50524,경상남도 양산시 탑골길 300,경상남도 양산시 용당동 산 66,055-379-8670,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030038,정보없음,정보없음,정보없음,화요일,"[야영데크] 12:00~(익일)11:00, [숲속의 집, 카라반, 휴양관] 입실 14:00, 퇴실 11:00 ",Y,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
대원뮤지엄,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,용산구,한강로동,,40-999 번지,한강대로23길,55 번,37.5297718,126.9647415,04377,서울특별시 용산구 한강대로23길 55,서울특별시 용산구 한강로3가 40-999,02-6373-3365,http://www.popcond.com/shop/list.php?ca_id=3010,정보없음,정보없음,정보없음,공연별 상이,11:00~20:00,Y,Y,N,공연별 상이,N,N,Y,Y,2022-10-31
대유ATV수렵사격랜드,,문화관광/명소,관광지,유명관광지,제주특별자치도,서귀포시,상예동,,144 번지,상예로,381 번,33.27897819,126.3942299,63548,제주특별자치도 서귀포시 상예로 381,제주특별자치도 서귀포시 상예동 144,064-738-0500,정보없음,정보없음,정보없음,정보없음,연중무휴,"[11~2월] 09:00~17:30, [3~4월,9~10월] 09:00~18:00, [5~8월] 09:00~18:30",Y,N,Y,연령제한없음,N,N,N,N,2022-10-31
대장경천년관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,합천군,가야면,야천리,943 번지,가야산로,1160 번,35.76749712,128.1365373,50201,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,055-930-4801,정보없음,정보없음,정보없음,정보없음,월요일,"[3~10월] 09:00~18:00, [11~2월] 09:00~17:00",Y,N,Y,연령제한없음,N,Y,Y,Y,2022-10-31
대장경테마파크,,문화관광/명소,관광지,테마공원/대형놀이공원,경상남도,합천군,가야면,야천리,943 번지,가야산로,1160 번,35.76749712,128.1365373,50201,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,055-930-4801,https://www.hc.go.kr/themeparktripitaka/sub_01.html,정보없음,정보없음,정보없음,"매년 1월 1일, 월요일 (공휴일인 경우는 그 다음날)","[3~10월] 09:00~18:00, [11~2월] 09:00~17:00",Y,N,Y,연령제한없음,Y,Y,Y,Y,2022-10-31
대전광역시어린이회관그린나래홀,,전시/공연,영화/연극/공연,N,대전광역시,유성구,노은동,,270 번지,월드컵대로,32 번,36.36196622,127.3235553,34148,대전광역시 유성구 월드컵대로 32,대전광역시 유성구 노은동 270,042-824-5500,http://www.djkids.or.kr/,정보없음,https://www.facebook.com/ChildrenCenter.daejeon/,https://www.instagram.com/daejeon_inuri/,"1월 1일, 명절 당일, 월요일","10:00~17:30(12:00~13:00,15:00~15:30 휴게시간)",Y,N,Y,연령제한없음,Y,Y,Y,Y,2022-10-31
대전광역시평송청소년문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,서구,만년동,,396 번지,둔산대로,201 번,36.36585777,127.3918502,35204,대전광역시 서구 둔산대로 201,대전광역시 서구 만년동 396,042-480-1622,https://www.pyoungsong.com/kor/main/index.html,정보없음,정보없음,정보없음,월요일,"평일 09:00~20:00, 주말, 공휴일 09:00~18:00",Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
대전국악예술단,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,중구,대흥동,,508-70 번지,대흥로,87 번,36.32312475,127.4223328,34941,대전광역시 중구 대흥로 87,대전광역시 중구 대흥동 508-70,042-257-0866,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전국제전시컨벤션센터,,전시/공연,전시/기념관,컨벤션센터,대전광역시,유성구,도룡동,,3-8 번지,엑스포로,87 번,36.37513721,127.3892891,34126,대전광역시 유성구 엑스포로 87,대전광역시 유성구 도룡동 3-8,042-250-1100,https://www.dcckorea.or.kr/,정보없음,정보없음,정보없음,행사 여부에 따라 다름,09:00~18:00,Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
대전근현대사전시관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,중구,선화동,,287-2 번지,중앙로,101 번,36.32670622,127.420924,34863,대전광역시 중구 중앙로 101,대전광역시 중구 선화동 287-2,042-270-4537,https://www.daejeon.go.kr/upp/UppContentsHtmlView.do?menuSeq=4824,정보없음,정보없음,정보없음,월요일,10:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전노고산성,,문화관광/명소,명승지,성/성터,대전광역시,동구,직동,,산41 번지,,,36.4166811,127.486153,,,대전광역시 동구 직동 산 41,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,동구,용운동,,96-3 번지,대학로,62 번,36.33669617,127.4590019,34520,대전광역시 동구 대학로 62,대전광역시 동구 용운동 96-3,042-280-2691,https://www.dju.ac.kr/msm/main.do,정보없음,정보없음,정보없음,"주말, 공휴일",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전독도체험관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,동구,삼성동,,113-1 번지,우암로,96 번,36.33739295,127.4287971,34623,대전광역시 동구 우암로 96,대전광역시 동구 삼성동 113-1,042-670-2200,http://www.hbem.or.kr/kor.do,정보없음,정보없음,정보없음,"1월 1일, 명절 당일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전독립영화전용관씨네인디U,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,중구,문화동,,1-13 번지,계백로,1712 번,36.3211494,127.4097396,34956,대전광역시 중구 계백로 1712,대전광역시 중구 문화동 1-13,042-331-1895,https://linktr.ee/cineindieu,정보없음,정보없음,https://www.instagram.com/cineindieu/,영화별 상이,영화별 상이,N,Y,Y,영화별 상이,N,N,N,Y,2022-10-31
대전무형문화재전수회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,대덕구,송촌동,,463 번지,동춘당로94번길,50 번,36.36642271,127.4416852,34402,대전광역시 대덕구 동춘당로94번길 50,대전광역시 대덕구 송촌동 463,042-625-8384,정보없음,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전베이비페어,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,유성구,도룡동,,4-19 번지,엑스포로,107 번,36.37498373,127.3916917,34125,대전광역시 유성구 엑스포로 107,대전광역시 유성구 도룡동 4-19,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전상상아트홀,,전시/공연,영화/연극/공연,N,대전광역시,중구,선화동,,35 번지,대종로505번길,28 번,36.32880662,127.4234165,34838,대전광역시 중구 대종로505번길 28,대전광역시 중구 선화동 35,042-534-6228,정보없음,정보없음,정보없음,정보없음,"일요일, 월요일",공연별 상이,N,N,Y,공연별 상이,N,N,N,Y,2022-10-31
대전선사박물관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,유성구,노은동,,523 번지,노은동로,126 번,36.37191134,127.32384,34084,대전광역시 유성구 노은동로 126,대전광역시 유성구 노은동 523,042-270-8640,http://www.daejeon.go.kr/pre/index.do,정보없음,정보없음,정보없음,"월요일(공휴일일 경우 익일), 1월 1일, 명절 당일","[11월-2월] 10:00~18:00, [3-10월] 10:00~19:00",Y,N,N,연령제한없음,N,N,Y,Y,2022-10-31
대전솔로몬로파크,,문화관광/명소,관광지,테마공원/대형놀이공원,대전광역시,유성구,원촌동,,224 번지,엑스포로,219-39 번,36.37818052,127.3998599,34124,대전광역시 유성구 엑스포로 219-39,대전광역시 유성구 원촌동 224,042-323-8800,https://www.lawnorder.go.kr/solomondj/index.do,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절",10:00~17:00,Y,N,N,연령제한없음,N,Y,N,Y,2022-10-31
대전수학문화관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,유성구,장대동,,155 번지,장대로71번길,12 번,36.36259129,127.3327354,34164,대전광역시 유성구 장대로71번길 12,대전광역시 유성구 장대동 155,042-826-0179,http://www.edurang.net/dmcc/main.do,정보없음,정보없음,정보없음,"일요일, 월요일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
대전시립교향악단,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,서구,만년동,,396 번지,둔산대로,169 번,36.36646902,127.3880173,35204,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,042-270-8382,https://dpo.artdj.kr/dpo/,정보없음,정보없음,정보없음,공연별 상이,공연별 상이,Y,Y,N,아동극 공연 제외 초등학생부터 입장가능,N,N,N,Y,2022-10-31
대전시립미술관,,전시/공연,전시/기념관,대형미술관,대전광역시,서구,만년동,,396 번지,둔산대로,155 번,36.36704787,127.3857263,35204,대전광역시 서구 둔산대로 155,대전광역시 서구 만년동 396,042-270-7378,https://www.daejeon.go.kr/dma/index.do,정보없음,https://www.facebook.com/DaejeonMuseumofArt,정보없음,"1월 1일, 명절 당일, 월요일(공휴일인 경우 그 다음날)","[03~10월] 10:00~19:00 (매월 마지막 수요일 21:00 까지), [11~02월] 10:00~18:00 (매월 마지막 수요일 21:00 까지)",Y,Y,Y,연령제한없음,N,Y,Y,Y,2022-10-31
대전시립박물관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,유성구,상대동,,488 번지,도안대로,398 번,36.33685903,127.3353401,34194,대전광역시 유성구 도안대로 398,대전광역시 유성구 상대동 488,042-270-8600,https://www.daejeon.go.kr/his/index.do,정보없음,https://www.facebook.com/djmuseum,정보없음,"월요일(공휴일일 경우 익일), 1월 1일, 명절 당일, 기타 박물관장이 지정한 날","[11-2월] 10:00~18:00, [3-10월] 10:00~19:00",Y,N,N,연령제한없음,N,Y,Y,Y,2022-10-31
대전시립연정국악원,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,서구,만년동,,396 번지,둔산대로,181 번,36.36634129,127.3893829,35204,대전광역시 서구 둔산대로 181,대전광역시 서구 만년동 396,042-270-8522,https://www.daejeon.go.kr/kmusic/,정보없음,정보없음,정보없음,주말,09:00~18:00,Y,Y,N,공연별 상이,N,Y,N,Y,2022-10-31
대전시립예술단,,전시/공연,영화/연극/공연,N,대전광역시,서구,만년동,,396 번지,둔산대로,135 번,36.3666138,127.3837588,35204,대전광역시 서구 둔산대로 135,대전광역시 서구 만년동 396,0507-1401-8328,http://www.artdj.kr/,정보없음,정보없음,https://www.instagram.com/artdj.kr/,공연별 상이,공연별 상이,Y,Y,N,아동극 공연 제외 초등학생부터 입장가능,N,N,N,Y,2022-10-31
대전아쿠아리움,,문화관광/명소,관광지,아쿠아리움/대형수족관,대전광역시,중구,대사동,,198-14 번지,보문산공원로,469 번,36.31005741,127.4209972,35052,대전광역시 중구 보문산공원로 469,대전광역시 중구 대사동 198-14,042-226-2100,정보없음,https://blog.naver.com/djaquarium,https://www.facebook.com/djaquarium2015,정보없음,연중무휴,"평일 10:00~18:00, 주말 10:00~19:00 (입장마감은 1시간 전까지)",Y,N,Y,연령제한없음,N,Y,Y,Y,2022-10-31
